X,Result
1.0E-5,-16.60966646874389
0.10001,-3.321788260377305
0.20001000000000002,-2.3218584237376003
0.30001,-1.7369187384101958
0.40001,-1.321893495090697
0.50001,-0.999971146829121
0.6000099999999999,-0.7369414655570006
0.7000099999999999,-0.5145511533495872
0.8000099999999999,-0.32191050059444526
0.9000099999999999,-0.1519870786618327
1.0000099999999998,0.0
1.10001,0.13751672231914192
1.20001,0.26304325295920766
1.30001,0.3785230713087856
1.4000100000000002,0.4854364204495621
1.5000100000000003,0.5849729052482705
1.6000100000000004,0.6780814081790735
1.7000100000000005,0.7655426886270825
1.8000100000000006,0.8480060159305033
1.9000100000000006,0.926007790772184
2.0000100000000005,1.0000072133467992
2.1000100000000006,1.0703975953890674
2.2000100000000007,1.1375112077501905
2.3000100000000008,1.2016406863628335
2.400010000000001,1.263039935219262
2.500010000000001,1.3219353325578973
2.600010000000001,1.378518209971514
2.700010000000001,1.4329650624081207
2.800010000000001,1.4854337613498898
2.9000100000000013,1.5360593281792991
3.0000100000000014,1.5849682312237217
3.1000100000000015,1.6322749369309413
3.2000100000000016,1.6780782234041425
3.3000100000000017,1.722471803051052
3.4000100000000018,1.765539802973142
3.500010000000002,1.8073611640598675
3.600010000000002,1.8480027194514235
3.700010000000002,1.8875305223234526
3.800010000000002,1.9260056083303352
3.900010000000002,1.963479964890503
4.000010000000002,2.000005392760472
4.100010000000002,2.035630065307055
4.200010000000002,2.0703951945290937
4.300010000000001,2.104342160769469
4.400010000000001,2.137508564002655
4.5000100000000005,2.1699308935841035
4.60001,2.2016394494710356
4.70001,2.2326659669660422
4.800009999999999,2.2630403242833204
4.900009999999999,2.292787411338184
