X,Result
-5.0,3.52531968485123
-4.9,5.361630327345737
-4.800000000000001,11.428709822665184
-4.700000000000001,-80.71689266986716
-4.600000000000001,-8.916440487881086
-4.500000000000002,-4.7440085130774365
-4.400000000000002,-3.253800392056431
-4.3000000000000025,-2.4950126344941697
-4.200000000000003,-2.039722974920544
-4.100000000000003,-1.739643790548056
-4.0000000000000036,-1.5298859598610854
-3.9000000000000035,-1.3775397179617892
-3.8000000000000034,-1.2642760253728182
-3.7000000000000033,-1.1791104340332876
-3.600000000000003,-1.115136369856554
-3.500000000000003,-1.0678548117693696
-3.400000000000003,-1.0343414973861313
-3.300000000000003,-1.0126778420148397
-3.200000000000003,-1.0017057912258807
-3.1000000000000028,-1.0008608716900234
-3.0000000000000027,-1.0100993531765576
-2.9000000000000026,-1.0299108721606647
-2.8000000000000025,-1.0613214348343791
-2.7000000000000024,-1.1061081304791356
-2.6000000000000023,-1.1670162034365543
-2.500000000000002,-1.2482230892317685
-2.400000000000002,-1.3561432055851979
-2.300000000000002,-1.5008785477134998
-2.200000000000002,-1.6992299539298994
-2.100000000000002,-1.9807963844863556
-2.0000000000000018,-2.4029843588418243
-1.9000000000000017,-3.0931634829204926
-1.8000000000000016,-4.40123574703102
-1.7000000000000015,-7.761316844725569
-1.6000000000000014,-34.247909346791
-1.5000000000000013,14.136937865605539
-1.4000000000000012,5.883172483154404
-1.3000000000000012,3.7382572420785762
-1.200000000000001,2.7596789333316734
-1.100000000000001,2.2045953006825942
-1.0000000000000009,1.8508120972192204
-0.9000000000000009,1.608724299219993
-0.8000000000000009,1.4353235511959734
-0.700000000000001,1.3074706964979295
-0.600000000000001,1.2116337950394507
-0.500000000000001,1.1394965582684116
-0.400000000000001,1.0857056858425493
-0.30000000000000104,1.0467521965786397
-0.20000000000000104,1.0203391222361766
-0.10000000000000103,1.0050138777583242
-1.0269562977782698E-15,0.9999964574282637
0.09999999999999898,1.0050191795206491
0.19999999999999898,1.020338017343897
0.299999999999999,1.0467512223258872
0.399999999999999,1.0857042625184063
0.499999999999999,1.1395004813493996
0.599999999999999,1.2116313864730248
0.699999999999999,1.3074606066897523
0.7999999999999989,1.4353247419861939
0.8999999999999989,1.6087260057839805
0.9999999999999989,1.850802361047194
1.099999999999999,2.204599460101542
1.199999999999999,2.759702147839208
1.2999999999999992,3.738333831285904
1.3999999999999992,5.883531981825267
1.4999999999999993,14.136835864559506
1.5999999999999994,-34.24226784681546
1.6999999999999995,-7.761312063203525
1.7999999999999996,-4.401469864498947
1.8999999999999997,-3.093201407371661
1.9999999999999998,-2.40299489546223
2.0999999999999996,-1.9807926418921717
2.1999999999999997,-1.6992098736720616
2.3,-1.5008798275999922
2.4,-1.3561285744966822
2.5,-1.248217851413888
2.6,-1.1670174491601635
2.7,-1.10611636814867
2.8000000000000003,-1.0613203507763218
2.9000000000000004,-1.029909889136396
3.0000000000000004,-1.0101073837344432
3.1000000000000005,-1.000862954549842
3.2000000000000006,-1.0017028318486318
3.3000000000000007,-1.0126791744396002
3.400000000000001,-1.0343424587869177
3.500000000000001,-1.0678559697626906
3.600000000000001,-1.1151294694512697
3.700000000000001,-1.1791102329075114
3.800000000000001,-1.2642825266555222
3.9000000000000012,-1.3775565564129733
4.000000000000001,-1.5298845961997578
4.1000000000000005,-1.7396605783617447
4.2,-2.0397244489658584
4.3,-2.4949990502139787
4.3999999999999995,-3.253754166198158
4.499999999999999,-4.74376027307116
4.599999999999999,-8.9164617507354
4.699999999999998,-80.72366687417431
4.799999999999998,11.428766710275664
4.899999999999998,5.361332378524393
4.999999999999997,3.5252574581015432
