X,Result
-5.0,-8.522566219751768E34
-4.9,-1.729816461792267E46
-4.800000000000001,-6.5134773310131724E66
-4.700000000000001,1.292214267579991E120
-4.600000000000001,3.71354858584261E59
-4.500000000000002,9.871293188334261E41
-4.400000000000002,2.5015318061116354E31
-4.3000000000000025,9.681459145708579E23
-4.200000000000003,3.5408284424557005E18
-4.100000000000003,2.803634369221882E14
-4.0000000000000036,-1.4022310214703228E12
-3.9000000000000035,2.725960039003958E11
-3.8000000000000034,1.9971557206012512E10
-3.7000000000000033,1.7695991533412895E10
-3.600000000000003,9.826832811489085E10
-3.500000000000003,4.0303591833522686E12
-3.400000000000003,2.566908944892045E15
-3.300000000000003,2.072271458078069E20
-3.200000000000003,1.7394989893386593E31
-3.1000000000000028,1.0166286363938971E35
-3.0000000000000027,2.2451236363961418E21
-2.9000000000000026,4.535461158409573E15
-2.8000000000000025,1.2850908023675127E12
-2.7000000000000024,2.6086851098571086E9
-2.6000000000000023,8775597.134259475
-2.500000000000002,14653.89934730834
-2.400000000000002,30.60098877743516
-2.300000000000002,-148.5899352601356
-2.200000000000002,25.976291128196486
-2.100000000000002,5927628.4412096115
-2.0000000000000018,3.064521130208893E15
-1.9000000000000017,5.221780274774853E25
-1.8000000000000016,1.0043963038069072E38
-1.7000000000000015,1.7330181669691217E55
-1.6000000000000014,4.268278194018067E96
-1.5000000000000013,-1.880169563487472E72
-1.4000000000000012,-1.7001641647979313E47
-1.3000000000000012,-7.520738138279805E32
-1.200000000000001,-7.778409950597828E21
-1.100000000000001,-1.64800927695794E13
-1.0000000000000009,-3.9500518175493324E8
-0.9000000000000009,-3.671204036613136E8
-0.8000000000000009,-7657550.078540329
-0.700000000000001,-2.584431797150866E7
-0.600000000000001,-5.3294150580419576E8
-0.500000000000001,-2.976698118412731E10
-0.400000000000001,-4.335107727179668E12
-0.30000000000000104,-3.2298994416417495E15
-0.20000000000000104,-6.88849422914775E19
-0.10000000000000103,-6.819965947905407E27
0.09999999999999898,-3.1016466751911813
0.19999999999999898,-0.361695283665962
0.299999999999999,-0.06338647934492202
0.399999999999999,-0.012316785359088554
0.499999999999999,-0.002308062076507128
0.599999999999999,-3.6976897131336066E-4
0.699999999999999,-4.284727306200801E-5
0.7999999999999989,-2.5692378886755335E-6
0.8999999999999989,-2.8468350266747182E-8
1.099999999999999,-1.5600266948553958E-8
1.199999999999999,-7.643484577255766E-7
1.2999999999999992,-6.787740327962126E-6
1.3999999999999992,-3.019856526839802E-5
1.4999999999999993,-9.247389429965787E-5
1.5999999999999994,-2.2433852314738604E-4
1.6999999999999995,-4.645527955703659E-4
1.7999999999999996,-8.58255225136034E-4
1.8999999999999997,-0.0014551707672816497
1.9999999999999998,-0.002308062076507087
2.0999999999999996,-0.003471374826970075
2.1999999999999997,-0.0049999604556223275
2.3,-0.006948349118380356
2.4,-0.009369956580471345
2.5,-0.01231678535908836
2.6,-0.01583842677668043
2.7,-0.01998257170045915
2.8000000000000003,-0.024794661832621485
2.9000000000000004,-0.030317053232777825
3.0000000000000004,-0.036590045497389645
3.1000000000000005,-0.043651576102832323
3.2000000000000006,-0.05153635436952557
3.3000000000000007,-0.06027727337319107
3.400000000000001,-0.06990468775016984
3.500000000000001,-0.08044725296816205
3.600000000000001,-0.09193004450950922
3.700000000000001,-0.1043772862191227
3.800000000000001,-0.1178114857959398
3.9000000000000012,-0.13225174796901276
4.000000000000001,-0.147716764390961
4.1000000000000005,-0.1642238087998567
4.2,-0.18178693522732176
4.3,-0.20042018986057913
4.3999999999999995,-0.22013579614113965
4.499999999999999,-0.24094562953095683
4.599999999999999,-0.26285785749911134
4.699999999999998,-0.28588174017941903
4.799999999999998,-0.3100257592654996
4.899999999999998,-0.33529484030010426
4.999999999999997,-0.36169528366595455
